16/09/20 11:02:36pm	::1	PostmanRuntime/7.26.5	Fetched program ID: 2
16/09/20 11:10:02pm	::1	PostmanRuntime/7.26.5	asdf logged in
16/09/20 11:10:47pm	::1	PostmanRuntime/7.26.5	Fetched all programs
18/09/20 06:46:21pm	::1	PostmanRuntime/7.26.3	admin logged in
18/09/20 06:46:37pm	::1	PostmanRuntime/7.26.3	Fetched all programs
18/09/20 06:47:07pm	::1	Safari/537.36	Fetched all programs
18/09/20 06:52:09pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:27:33pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:27:33pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:35:19pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:35:19pm	::1	Safari/537.36	Fetched all classes
18/09/20 07:36:04pm	::1	Safari/537.36	Fetched all classes
18/09/20 07:36:04pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:36:30pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:36:30pm	::1	Safari/537.36	Fetched all classes
18/09/20 07:37:17pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:40:32pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:41:41pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:43:30pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:47:30pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:47:30pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:48:46pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:50:38pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:51:12pm	::1	Safari/537.36	Fetched all classes
18/09/20 07:51:15pm	::1	Safari/537.36	Fetched all classes
18/09/20 07:51:16pm	::1	Safari/537.36	Fetched all classes
18/09/20 07:51:18pm	::1	Safari/537.36	Fetched all programs
18/09/20 07:51:23pm	::1	Safari/537.36	Fetched all classes
18/09/20 08:07:29pm	::1	Safari/537.36	Fetched all programs
18/09/20 08:08:42pm	::1	Safari/537.36	Fetched all programs
18/09/20 08:10:53pm	::1	Safari/537.36	Fetched all programs
18/09/20 10:48:31pm	::1	PostmanRuntime/7.26.3	Fetched program ID: 1
18/09/20 10:49:44pm	::1	PostmanRuntime/7.26.3	Fetched program ID: 1
18/09/20 10:55:44pm	::1	PostmanRuntime/7.26.3	Fetched all programs
18/09/20 10:55:46pm	::1	PostmanRuntime/7.26.3	Fetched all programs
05/10/20 10:17:26pm	::1	Safari/537.36	Fetched all programs
05/10/20 10:18:56pm	::1	PostmanRuntime/7.26.3	Fetched all programs
05/10/20 10:18:58pm	::1	PostmanRuntime/7.26.3	Fetched all programs
05/10/20 10:35:11pm	::1	PostmanRuntime/7.26.3	find classes by : "Mon"
05/10/20 10:35:40pm	::1	PostmanRuntime/7.26.3	find classes by : "Mon"
05/10/20 10:38:14pm	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
05/10/20 10:38:42pm	::1	PostmanRuntime/7.26.3	find classes by : "Mon"
05/10/20 10:46:42pm	::1	Safari/537.36	Fetched all programs
05/10/20 10:49:33pm	::1	Safari/537.36	Fetched all programs
05/10/20 10:55:36pm	::1	Safari/537.36	Fetched all programs
05/10/20 10:56:02pm	::1	Safari/537.36	admin logged in
05/10/20 10:59:25pm	::1	Safari/537.36	admin logged in
05/10/20 10:59:48pm	::1	Safari/537.36	admin logged in
05/10/20 11:00:42pm	::1	Safari/537.36	abc@abc.com signed up
05/10/20 11:04:07pm	::1	Safari/537.36	abc@abc.com signed up
05/10/20 11:06:32pm	::1	Safari/537.36	Fetched all programs
05/10/20 11:09:17pm	::1	Safari/537.36	Fetched all programs
05/10/20 11:09:29pm	::1	Safari/537.36	Fetched all programs
05/10/20 11:09:37pm	::1	Safari/537.36	Fetched all programs
05/10/20 11:09:51pm	::1	Safari/537.36	Fetched all programs
06/10/20 08:35:53am	::1	Safari/537.36	Fetched all programs
06/10/20 09:38:54am	::1	Safari/537.36	admin logged in
06/10/20 11:00:49am	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 11:00:51am	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 11:00:54am	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 11:00:56am	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 11:12:46am	::1	Safari/537.36	Fetched all programs
06/10/20 11:12:53am	::1	Safari/537.36	Fetched all programs
06/10/20 11:13:33am	::1	Safari/537.36	Fetched all programs
06/10/20 11:13:42am	::1	Safari/537.36	Fetched all programs
06/10/20 11:13:44am	::1	Safari/537.36	Fetched all programs
06/10/20 11:13:55am	::1	Safari/537.36	Fetched all programs
06/10/20 11:14:00am	::1	Safari/537.36	Fetched all programs
06/10/20 11:14:03am	::1	Safari/537.36	Fetched all programs
06/10/20 11:14:08am	::1	Safari/537.36	Fetched all programs
06/10/20 11:14:10am	::1	Safari/537.36	Fetched all programs
06/10/20 11:14:13am	::1	Safari/537.36	Fetched all programs
06/10/20 11:17:44am	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 11:17:46am	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 01:04:09pm	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 01:04:11pm	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 01:04:13pm	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 01:04:15pm	::1	PostmanRuntime/7.26.3	find classes by : "Tue"
06/10/20 01:04:29pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:08:35pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:08:39pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:08:43pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:08:45pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:08:47pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:08:50pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:22:14pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:22:19pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:22:51pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:22:52pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:22:53pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:22:54pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:22:55pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:22:55pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:26:47pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:26:49pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:44:04pm	::1	Safari/537.36	Fetched all programs
06/10/20 01:50:12pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:54:25pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:54:27pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:54:29pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:57:33pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 01:57:35pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 02:02:39pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:02:42pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:04:20pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 02:04:22pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 02:04:35pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:04:37pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:04:40pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:04:47pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:05:37pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:05:39pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:05:41pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:05:43pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:07:27pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 02:07:29pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 02:07:31pm	::1	PostmanRuntime/7.26.3	Fetched all programs
06/10/20 02:07:53pm	::1	PostmanRuntime/7.26.3	Fetched program ID: 1
06/10/20 02:09:08pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:09:43pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:09:45pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:09:47pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:09:49pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:09:51pm	::1	Safari/537.36	Fetched all programs
06/10/20 02:18:00pm	::1	PostmanRuntime/7.26.3	Fetched program ID: 1
